GeneID	control1	control2	control3	treat1	treat2	treat3	logFC	type	pvalue	qvalue	function
FCN51_12750	1564.581	29.878	3045.794	313.594	282.575	256.443	-2.444238058	down	3.40E-18	1.58E-17	NADH-quinone oxidoreductase subunit B
FCN51_12755	841.036	21.864	1602.97	105.489	116.071	119.206	-2.855232495	down	1.54E-23	1.03E-22	NADH-quinone oxidoreductase subunit C
FCN51_12760	604.26	16.464	1191.68	56.574	62.064	60.131	-3.34171427	down	1.62E-30	1.68E-29	NADH-quinone oxidoreductase subunit D
FCN51_12765	1172.713	24.898	2327.339	147.276	153.669	152.427	-2.958827276	down	5.02E-25	3.66E-24	NAD(P)H-dependent oxidoreductase subunit E
FCN51_12770	155.187	5.011	321.711	15.81	15.016	16.125	-3.359449755	down	1.74E-30	1.79E-29	nuoF; NADH-quinone oxidoreductase subunit NuoF
FCN51_12775	403.113	7.742	639.933	34.516	34.835	34.6	-3.337458572	down	2.96E-30	3.02E-29	NADH-quinone oxidoreductase subunit G
FCN51_12780	989.786	25.566	1541.537	177.371	166.413	160.927	-2.340853214	down	9.03E-17	3.76E-16	nuoH; NADH-quinone oxidoreductase subunit NuoH
FCN51_12790	633.068	17.894	910.666	171.982	192.159	194.285	-1.483607828	down	8.63E-08	1.90E-07	NADH-quinone oxidoreductase subunit J
FCN51_12795	1790.491	33.799	3076.195	533.618	527.694	493.286	-1.656381073	down	1.94E-09	4.82E-09	nuoK; NADH-quinone oxidoreductase subunit NuoK
FCN51_12800	1454.863	41.919	2269.238	365.85	376.519	360.171	-1.772206888	down	1.57E-10	4.34E-10	nuoL; NADH-quinone oxidoreductase subunit L
FCN51_12805	446.17	23.001	569.351	116.734	116.215	126.596	-1.530279656	down	4.10E-08	9.26E-08	nuoN; NADH-quinone oxidoreductase subunit NuoN
FCN51_12840	183.975	107.371	135.074	528.363	580.894	612.921	2.013879617	up	9.77E-15	3.57E-14	glutathione peroxidase
FCN51_12845	142.647	80.401	180.345	40.611	44.974	44.883	-1.628467606	down	1.63E-08	3.80E-08	IclR family transcriptional regulator
FCN51_12850	149.404	103.683	162.66	35.015	32.998	41.148	-1.929219099	down	3.46E-11	1.00E-10	DUF3108 domain-containing protein
FCN51_12875	360.529	301.355	316.346	116.452	128.098	133.525	-1.371494231	down	3.74E-06	7.21E-06	sterol desaturase family protein
FCN51_12900	23.223	27.576	13.181	96.124	95.652	93.78	2.158028311	up	1.34E-16	5.52E-16	hypothetical protein
FCN51_12905	336.675	723.761	269.515	178.796	174.052	179.091	-1.322035491	down	1.97E-05	3.55E-05	pyridoxal phosphate-dependent aminotransferase family protein
FCN51_12910	394.4	1058.497	293.359	150.506	187.123	166.51	-1.792365496	down	4.37E-09	1.05E-08	acyl carrier protein
FCN51_12915	550.904	877.474	406.296	170.505	174.054	167.5	-1.841135689	down	7.04E-10	1.83E-09	fatty acyl-AMP ligase
FCN51_12920	232.03	364.221	169.586	78.09	76.699	82.946	-1.687670493	down	2.04E-08	4.70E-08	sensor domain-containing protein
FCN51_12925	135.121	148.793	138.192	651.514	694.257	695.682	2.273910978	up	5.65E-18	2.59E-17	_
FCN51_12945	32.211	33.593	13.371	688.823	770.812	761.126	4.80981265	up	9.67E-51	4.07E-49	_
FCN51_12955	13.958	8.655	11.266	36.099	36.078	31.695	1.616257535	up	5.66E-10	1.49E-09	hypothetical protein
FCN51_12965	11.077	6.697	12.836	27.931	34.47	34.583	1.663646951	up	7.88E-10	2.03E-09	hypothetical protein
FCN51_12985	145.912	204.447	132.147	41.246	41.826	42.575	-1.941145181	down	6.00E-11	1.71E-10	hypothetical protein
FCN51_12990	255.987	280.493	247.896	66.375	65.76	69.827	-1.957445612	down	3.14E-11	9.13E-11	DUF1436 family protein
FCN51_13000	7.07	3.74	7.49	46.926	51.516	53.019	3.048822893	up	6.89E-26	5.29E-25	sulfotransferase
FCN51_13010	10624.201	13757.335	17343.336	1005.772	1003.112	979.901	-3.803275255	down	2.63E-36	4.13E-35	hypothetical protein
FCN51_13015	560.656	644.61	955.514	210.741	215.188	212.721	-1.758450006	down	9.40E-10	2.41E-09	hypothetical protein
FCN51_13025	40.8	53.862	33.765	7.513	4.074	8.852	-2.651373983	down	3.40E-14	1.20E-13	exodeoxyribonuclease VII small subunit
FCN51_13040	22.78	22.509	18.7	267.095	289.243	285.149	3.716982665	up	4.86E-37	8.13E-36	transposase
FCN51_13045	3.517	1.914	6.935	102.847	108.218	106.366	4.68165589	up	2.59E-45	7.56E-44	tnpB; IS66 family insertion sequence element accessory protein TnpB
FCN51_13050	167.835	283.538	172.752	1138.675	1141.857	1123.432	2.447303209	up	1.78E-20	9.62E-20	IS66 family transposase
FCN51_13055	46.731	48.411	33.014	14.381	16.307	17.164	-1.421193222	down	5.49E-06	1.04E-05	LexA family transcriptional regulator
FCN51_13060	0	0	0	1.503	1.358	3.162	10.97202246	up	7.48E-06	1.40E-05	hypothetical protein
FCN51_13065	0.425	0.771	0	4.946	3.912	3.642	3.382370736	up	1.46E-09	3.67E-09	hypothetical protein
FCN51_13070	1.207	1.533	3.257	22.477	16.189	28.376	3.482095339	up	2.51E-25	1.87E-24	hypothetical protein
FCN51_13075	4.588	2.675	7.822	79.616	73.037	69.011	3.876920523	up	6.64E-37	1.09E-35	class I SAM-dependent methyltransferase
FCN51_13080	0.609	0	0.948	4.872	5.405	5.405	3.329767595	up	6.95E-17	2.92E-16	hypothetical protein
FCN51_13085	10.568	7.764	10.689	40.672	43.445	40.945	2.107359835	up	8.14E-15	2.99E-14	hypothetical protein
FCN51_13090	2.07	0.804	0.92	5.161	8.164	4.344	2.21853342	up	9.00E-09	2.11E-08	hypothetical protein
FCN51_13095	2.261	2.197	2.514	14.799	8.705	11.071	2.309589304	up	4.23E-14	1.48E-13	IS5 family transposase
FCN51_13100	249.218	705.614	277.775	58.598	46.812	59.816	-2.899177573	down	7.85E-22	4.70E-21	hypothetical protein
FCN51_13105	55.555	124.834	42.34	16.567	16.406	17.217	-2.149750763	down	1.40E-12	4.47E-12	TolC family protein
FCN51_13110	154.616	362.611	112.175	83.559	75.105	68.248	-1.471836659	down	1.95E-06	3.86E-06	efflux RND transporter periplasmic adaptor subunit
FCN51_13125	154.877	343.512	113.315	413.111	447.964	443.707	1.092899411	up	2.00E-06	3.96E-06	HAMP domain-containing histidine kinase
FCN51_13130	149.484	419.609	189.721	946.386	911.302	942.305	1.883600861	up	8.66E-14	3.00E-13	VIT family protein
FCN51_13135	6.8	10.572	7.057	81.966	56.201	70.172	3.092109832	up	3.85E-21	2.22E-20	DNA polymerase III subunit alpha
FCN51_13140	2.753	4.767	4.156	21.484	24.026	26.356	2.621452862	up	6.34E-18	2.90E-17	sigma-70 family RNA polymerase sigma factor
FCN51_13145	11.53	14.709	10.256	150.229	144.778	151.721	3.613517056	up	3.83E-36	5.99E-35	DUF4880 domain-containing protein
FCN51_13150	3.596	1.463	3.253	24.681	25.096	22.634	3.122480476	up	1.37E-27	1.18E-26	TonB-dependent receptor
FCN51_13155	18.36	4.163	9.527	131.321	151.551	115.516	3.635653759	up	9.57E-33	1.15E-31	hypothetical protein
FCN51_13160	6.144	2.786	3.678	49.615	44.015	46.481	3.47384653	up	6.25E-33	7.58E-32	PepSY domain-containing protein
FCN51_13165	2.441	3.162	1.809	35.004	27.511	32.875	3.685364806	up	5.07E-28	4.48E-27	DUF3325 domain-containing protein
FCN51_13170	0.784	0.426	0.434	7.98	8.792	8.827	3.958344056	up	3.32E-34	4.57E-33	TonB-dependent siderophore receptor
FCN51_13195	392.121	367.078	376.792	68.017	76.458	75.515	-2.368425691	down	5.41E-16	2.13E-15	alpha-D-glucose phosphate-specific phosphoglucomutase
FCN51_13210	18.596	10.823	13.825	105.384	110.577	102.964	2.8825588	up	2.76E-24	1.91E-23	SRPBCC family protein
FCN51_13215	12.69	6.118	8.168	59.354	56.181	63.326	2.728954265	up	2.00E-22	1.24E-21	SDR family oxidoreductase
FCN51_13220	23.397	24.024	31.906	239.386	239.756	246.924	3.194168203	up	1.46E-29	1.41E-28	TetR/AcrR family transcriptional regulator
FCN51_13225	18	6.219	17.612	617.485	632.26	640.364	5.497651965	up	3.46E-66	3.70E-64	bdcA; SDR family oxidoreductase
FCN51_13235	70.396	29.211	73.248	24.176	25.534	29.492	-1.125923962	down	0.000129297	0.000217109	frc; formyl-CoA transferase
FCN51_13245	78.052	40.786	88.254	277.948	281.266	304.317	2.05996026	up	6.58E-15	2.45E-14	CoA:oxalate CoA-transferase
FCN51_13250	38.922	25.08	42.163	1332.12	1353.951	1405.582	5.268263962	up	7.42E-64	7.36E-62	DUF1275 domain-containing protein
FCN51_13255	1.302	0.394	2.703	50.514	63.348	61.644	5.317242058	up	8.34E-44	2.11E-42	N-acetyltransferase
FCN51_13260	4.971	1.555	7.116	564.365	574.331	619.166	7.009308074	up	2.07E-89	1.02E-86	MgtC/SapB family protein
FCN51_13270	8.014	0.44	5.797	131.781	158.384	167.699	5.005489854	up	1.31E-53	6.48E-52	ferritin-like domain-containing protein
FCN51_13285	21.228	13.07	19.452	272.902	284.044	311.402	4.013861139	up	5.38E-43	1.30E-41	TonB-dependent receptor
FCN51_13290	48.01	25.906	41.434	285.886	286.76	281.195	2.887916984	up	6.99E-26	5.35E-25	hypothetical protein
FCN51_13295	19.429	15.858	16.667	43.527	44.109	40.28	1.299840529	up	2.34E-07	5.01E-07	LysR family transcriptional regulator
FCN51_13300	9.804	6.566	6.105	69.119	72.586	71.467	3.245452675	up	1.49E-30	1.56E-29	ABC-F family ATP-binding cassette domain-containing protein
FCN51_13305	26.137	0.289	20.178	149.777	134.954	146.347	3.209340419	up	3.72E-28	3.30E-27	hypothetical protein
FCN51_13310	26.444	0.294	24.643	80.709	92.107	92.506	2.368369512	up	6.91E-18	3.12E-17	acyl-CoA dehydrogenase
FCN51_13315	59.528	0.758	69.411	91.464	102.236	110.142	1.228157072	up	2.54E-06	4.99E-06	PIG-L family deacetylase
FCN51_13320	5.712	0	5.716	11.871	11.534	15.735	1.775802713	up	4.40E-09	1.06E-08	methyltransferase domain-containing protein
FCN51_13325	48.443	12.887	58.428	903.627	910.147	953.721	4.530352196	up	8.43E-51	3.60E-49	glycosyltransferase
FCN51_13330	651.57	699.611	336.471	159.12	160.939	163.144	-1.804309736	down	1.63E-09	4.09E-09	aspT; aspartate-alanine antiporter
FCN51_13335	487.444	585.107	303.813	68.761	58.707	63.337	-2.850671642	down	1.51E-21	8.91E-21	bifunctional aspartate transaminase/aspartate 4-decarboxylase
FCN51_13340	230.57	284.314	132.905	98.816	105.246	95.959	-1.11045274	down	0.000437258	0.000701581	asparaginase
FCN51_13350	0.653	1.184	0	1.425	3.219	2.198	1.895344775	up	2.24E-06	4.39E-06	sel1 repeat family protein
FCN51_13355	5.671	10.695	3.489	61.033	70.341	67.771	3.326048757	up	1.29E-32	1.52E-31	TonB-dependent receptor
FCN51_13360	7.805	7.078	5.339	35.096	35.22	35.401	2.386036722	up	1.13E-17	5.05E-17	Fe2+-dependent dioxygenase
FCN51_13370	3.551	8.281	3.309	48.39	58.506	55.188	3.419950165	up	3.65E-33	4.53E-32	cydD; thiol reductant ABC exporter subunit CydD
FCN51_13375	4.196	4.986	3.829	108.501	101.395	106.194	4.602212723	up	2.94E-51	1.36E-49	cydC; thiol reductant ABC exporter subunit CydC
FCN51_13380	6.067	7.634	5.43	35.635	38.29	36.49	2.528764966	up	1.81E-20	9.79E-20	cytochrome bd-I ubiquinol oxidase subunit CydA
FCN51_13385	10.844	4.869	8.58	47.327	42.776	47.85	2.505417485	up	1.20E-19	6.06E-19	cydB; cytochrome d ubiquinol oxidase subunit II
FCN51_13390	5.649	3.985	8.468	21.915	20.633	29.203	1.986671082	up	1.50E-09	3.77E-09	hypothetical protein
FCN51_13395	98.121	11.009	94.058	1389.317	1375.601	1341.915	4.33711893	up	1.06E-47	3.42E-46	sorbosone dehydrogenase family protein
FCN51_13405	8.171	11.944	8.479	59.354	60.29	60.812	2.657735384	up	1.13E-22	7.11E-22	TonB-dependent receptor
FCN51_13410	41.034	4.04	26.28	1902.068	1911.534	2004.15	6.349263769	up	1.88E-81	5.81E-79	DUF4142 domain-containing protein
FCN51_13415	14.245	17.974	14.381	882.431	915.142	929.013	5.870530609	up	5.82E-75	1.01E-72	DUF4070 domain-containing protein
FCN51_13425	3.247	4.289	2.93	18.073	16.057	17.458	2.300995768	up	4.72E-17	2.01E-16	fusaric acid resistance protein
FCN51_13430	5.829	7.929	5.081	36.291	46.289	38.963	2.689478402	up	4.75E-22	2.88E-21	mdtN; multidrug transporter subunit MdtN
FCN51_13435	22.813	11.538	12.292	38.931	36.341	34.376	1.233093692	up	3.13E-06	6.08E-06	hypothetical protein
FCN51_13440	2.385	1.034	1.614	13.802	13.36	11.742	2.949679555	up	2.73E-24	1.89E-23	TonB-dependent receptor
FCN51_13445	12.219	20.097	11.391	29.828	33.223	31.95	1.120024879	up	6.45E-06	1.22E-05	PadR family transcriptional regulator
FCN51_13450	11.181	22.058	20.763	47.655	51.841	56.197	1.527566991	up	4.52E-09	1.09E-08	DUF1442 domain-containing protein
FCN51_13455	44.409	60.198	75.073	262.529	256.264	235.74	2.070135815	up	4.03E-15	1.53E-14	siderophore-interacting protein
FCN51_13460	34.635	43.695	38.468	180.305	173.844	163.564	2.148108279	up	2.20E-16	8.96E-16	MFS transporter
FCN51_13470	104.607	72.889	142.514	38.677	45.714	42.191	-1.338024054	down	3.82E-06	7.35E-06	DUF3500 domain-containing protein
FCN51_13475	20.99	22.457	26.677	75.823	88.997	91.244	1.868479425	up	1.93E-12	6.15E-12	hypothetical protein
FCN51_13480	1.604	0.773	2.081	20.125	22.078	22.583	3.860309837	up	1.05E-36	1.70E-35	TonB-dependent receptor
FCN51_13485	11.699	7.579	10.458	23.742	28.245	24.736	1.367359408	up	5.93E-08	1.32E-07	"phospholipase C, phosphocholine-specific"
FCN51_13490	26.542	23.275	31.414	98.126	91.718	98.429	1.827295142	up	2.18E-12	6.90E-12	purine nucleoside permease
FCN51_13495	1.031	1.069	0.764	9.428	8.521	8.476	3.20445344	up	6.88E-21	3.86E-20	ribonuclease I
FCN51_13500	1.588	2.016	3.954	9.931	12.107	17.493	2.386444973	up	8.41E-15	3.09E-14	phosphatase PAP2 family protein
FCN51_13505	11.737	3.649	19.72	60.005	58.937	60.217	2.351351866	up	2.71E-17	1.18E-16	nitronate monooxygenase
FCN51_13510	5.49	9.165	2.331	52.457	54.467	55.911	3.260764567	up	2.26E-30	2.31E-29	ABC transporter ATP-binding protein
FCN51_13520	11.047	12.637	8.859	26.116	26.576	29.357	1.334058257	up	1.29E-07	2.81E-07	ABC transporter permease
FCN51_00025	70.229	168.83	60.387	8.757	9.088	9.008	-3.478993967	down	1.18E-27	1.02E-26	hypothetical protein
FCN51_00035	0.624	0.339	0	2.178	3.117	3.972	3.262474245	up	1.21E-15	4.67E-15	hypothetical protein
FCN51_00040	0.965	0.159	0.273	1.915	1.846	2.793	2.227609068	up	1.01E-09	2.56E-09	hypothetical protein
FCN51_00045	0.733	1.108	1.014	6.753	4.497	7.478	2.712350102	up	2.09E-12	6.62E-12	hypothetical protein
FCN51_00050	0.701	0.494	0.162	2.152	3.378	4.099	2.824228741	up	3.62E-16	1.45E-15	hypothetical protein
FCN51_00055	0.927	0.631	0.601	0.674	1.676	2.129	1.051776126	up	0.003313226	0.004913263	hypothetical protein
FCN51_00060	0.192	0.407	0.199	5.777	7.58	6.822	4.655123097	up	3.70E-37	6.26E-36	hypothetical protein
FCN51_00065	0.11	0.2	0.229	1.925	3.19	4.05	4.080242287	up	3.43E-19	1.69E-18	hypothetical protein
FCN51_00070	0.857	0.466	2.135	4.24	7.438	6.926	2.426584622	up	6.17E-12	1.89E-11	hypothetical protein
FCN51_00075	0	0	1.183	9.616	15.884	4.744	4.672616143	up	3.35E-26	2.64E-25	hypothetical protein
FCN51_00090	7.012	8.672	7.939	23.649	27.661	33.952	1.851578264	up	7.15E-11	2.02E-10	helix-turn-helix domain-containing protein
FCN51_00095	10.033	9.584	7.219	137.196	153.551	158.703	4.065767435	up	9.41E-43	2.18E-41	hypothetical protein
FCN51_00100	0.146	0.354	0.355	1.775	1.797	1.613	2.596128927	up	2.80E-13	9.37E-13	PilT/PilU family type 4a pilus ATPase
FCN51_00105	0.361	0.873	0.125	1.576	1.582	1.179	1.671968339	up	3.68E-05	6.47E-05	hypothetical protein
FCN51_00110	0.887	1.93	0	5.419	3.265	6.516	2.43058897	up	5.09E-12	1.57E-11	hypothetical protein
FCN51_00120	1.993	1.567	2.896	4.64	6.64	5.37	1.366399374	up	5.70E-06	1.08E-05	hypothetical protein
FCN51_00125	1.213	0.138	0	0.883	1.994	1.114	1.560606594	up	0.000562724	0.000893606	hypothetical protein
FCN51_00140	0.829	0.501	0.382	2.144	3.27	2.255	2.161394144	up	6.37E-10	1.66E-09	hypothetical protein
FCN51_00155	0.189	1.713	0.392	3.847	4.471	4.625	2.494683647	up	5.36E-11	1.53E-10	hypothetical protein
FCN51_00160	0	0	0	2.254	1.358	0	10.23481743	up	0.000807082	0.001261464	hypothetical protein
FCN51_00170	0.432	0	0.1	3.142	4.292	4.643	4.496937753	up	1.50E-33	1.95E-32	hypothetical protein
FCN51_00175	1.304	1.38	0.902	6.536	7.337	6.921	2.534721604	up	2.05E-17	9.00E-17	DUF4942 domain-containing protein
FCN51_00180	0	0	0	0	1.321	0.492	9.241585987	up	7.41E-05	0.000126932	DUF2726 domain-containing protein
FCN51_00190	0.513	1.629	0.266	0	0	0	-9.650453435	down	7.41E-05	0.000126932	hypothetical protein
FCN51_00195	2.219	4.331	1.717	14.825	15.031	15.331	2.450044322	up	1.13E-19	5.73E-19	SAM-dependent methyltransferase
FCN51_00215	0.163	2.664	2.032	0.95	0.858	0.4	-1.136850868	down	0.031062578	0.040930728	hypothetical protein
FCN51_00225	0	0	0	1.304	0.59	0.549	9.671246188	up	0.005170313	0.007491292	hypothetical protein
FCN51_00240	0	0.389	0	0.625	0.565	3.155	3.471426381	up	0.000205502	0.000338323	helix-turn-helix transcriptional regulator
FCN51_00245	40.419	35.964	80.724	145.89	136.873	140.522	1.429864579	up	5.41E-08	1.21E-07	hypothetical protein
FCN51_00250	0	0	0	1.746	8.678	2.938	12.12120972	up	6.59E-10	1.72E-09	hypothetical protein
FCN51_00255	0.554	0.302	0.115	0.806	1.166	2.036	2.041968289	up	1.76E-06	3.50E-06	hypothetical protein
FCN51_00270	0	0.86	0	1.725	0.624	1.452	2.140084782	up	0.000361579	0.000584543	hypothetical protein
FCN51_00280	0.118	0.213	0	0.684	1.391	1.727	3.509976446	up	1.43E-10	3.98E-10	exocyst complex component EXO70
FCN51_00310	4.911	2.398	4.704	18.136	16.392	14.801	2.03756706	up	1.98E-10	5.43E-10	hypothetical protein
FCN51_00320	0.549	1.428	0.646	5.062	5.345	5.605	2.608484977	up	1.74E-19	8.71E-19	hypothetical protein
FCN51_00325	15.896	18.741	8.248	402.376	374.131	313.342	4.667414382	up	1.47E-44	4.09E-43	_
FCN51_00330	4.962	1.5	3.433	96.25	69.595	70.879	4.57994341	up	1.16E-27	9.98E-27	_
FCN51_00335	3.179	0	0	53.188	37.622	25.301	5.189464284	up	1.68E-21	9.82E-21	_
FCN51_00340	1.177	7.649	2.646	1.427	1.29	0.961	-1.640324499	down	0.000187071	0.000309079	hypothetical protein
FCN51_00355	0.54	0.735	0.28	3.145	2.487	0.992	2.088660686	up	5.82E-05	0.000100709	hypothetical protein
FCN51_00360	0	0	0.441	4.946	5.029	3.382	4.911216521	up	2.66E-18	1.25E-17	hypothetical protein
FCN51_00365	3.6	2.539	1.66	9.31	8.415	4.897	1.536001889	up	1.27E-05	2.35E-05	hypothetical protein
FCN51_00370	0.112	0.815	0.117	1.145	0.296	0.826	1.116430855	up	0.017207152	0.023292097	phosphohydrolase
FCN51_00375	0.72	0.435	0.249	2.095	2.525	0.882	1.968120235	up	0.000157671	0.000261905	hypothetical protein
FCN51_00380	0	0	0	9.25	8.36	1.946	12.67058249	up	4.27E-06	8.20E-06	_
FCN51_00385	0.125	0.568	0.39	5.826	5.266	5.823	3.961463019	up	5.45E-24	3.70E-23	"3',5'-cyclic nucleotide phosphodiesterase"
FCN51_00390	1.99	0.451	0	2.895	4.252	3.655	2.144382882	up	2.42E-07	5.15E-07	hypothetical protein
FCN51_00395	19.075	10.812	10.173	79.781	97.539	141.101	2.990606715	up	5.55E-26	4.31E-25	hypothetical protein
FCN51_00400	1.866	1.749	0.839	34.654	37.372	39.521	4.645473742	up	9.50E-50	3.72E-48	pilV; shufflon system plasmid conjugative transfer pilus tip adhesin PilV
FCN51_00405	0.227	0.308	0.353	3.627	4.62	2.636	3.610904699	up	8.01E-19	3.89E-18	hypothetical protein
FCN51_00410	0.247	0	0.384	8.069	6.159	6.188	5.009285563	up	3.23E-31	3.51E-30	hypothetical protein
FCN51_00425	21.337	34.195	14.367	8.885	8.673	7.478	-1.481156788	down	2.69E-06	5.26E-06	hypothetical protein
FCN51_00430	2.015	0.914	0.784	7.694	9.934	8.326	2.804301246	up	7.52E-15	2.78E-14	hypothetical protein
FCN51_00445	0.451	0.994	0.401	0.75	1.864	1.578	1.181925586	up	0.00020607	0.000339057	ribonucleoside-diphosphate reductase subunit alpha
FCN51_00450	0	0.15	0.172	4.826	5.234	6.904	5.706147971	up	4.84E-27	3.99E-26	hypothetical protein
FCN51_00455	0.349	1.581	0	2.029	1.834	1.281	1.412890145	up	0.008357437	0.011807482	hypothetical protein
FCN51_00460	3.221	5.518	2.6	8.33	8	10.955	1.266591599	up	5.46E-05	9.48E-05	hypothetical protein
FCN51_00470	1.429	0.626	2.199	86.308	93.168	104.008	6.057301678	up	6.04E-73	9.88E-71	hypothetical protein
FCN51_00480	1.879	0.487	1.114	49.592	42.705	47.653	5.328468129	up	6.95E-48	2.27E-46	hypothetical protein
FCN51_00485	2.833	2.467	1.529	23.082	27.121	20.814	3.37784548	up	2.80E-29	2.68E-28	hypothetical protein
FCN51_00490	23.252	89.32	24.585	7.659	5.768	10.205	-2.53686304	down	3.07E-15	1.17E-14	DUF1436 family protein
FCN51_00495	23.709	68.448	11.995	6.467	5.456	4.717	-2.645744682	down	6.64E-17	2.80E-16	hypothetical protein
FCN51_00500	2.473	3.924	3.849	14.839	19.101	18.543	2.356449501	up	1.10E-13	3.78E-13	hypothetical protein
FCN51_00520	2.814	2.233	0.913	0.768	1.387	0.646	-1.088551987	down	0.037916046	0.049515362	hypothetical protein
FCN51_00525	1.251	1.338	1.098	2.706	2.446	2.788	1.106063187	up	2.29E-05	4.11E-05	hypothetical protein
FCN51_00530	0	0	0	4.998	0	0	10.70303839	up	1.32E-05	2.41E-05	hypothetical protein
FCN51_00540	0.756	0.137	0.157	5.716	4.172	4.255	3.747816825	up	4.71E-19	2.30E-18	response regulator transcription factor
FCN51_00545	0.463	0.3	0.48	1.106	1.652	2.065	1.953523847	up	3.83E-10	1.02E-09	dnaE; DNA polymerase III subunit alpha
FCN51_00550	1.247	0.862	0.863	2.937	5.857	5.163	2.230337368	up	6.79E-14	2.36E-13	ATP-dependent helicase
FCN51_00555	14.098	10.078	13.511	40.414	45.468	47.415	1.82242308	up	3.56E-12	1.11E-11	hypothetical protein
FCN51_00560	2.114	1.598	1.609	4.818	3.058	4.745	1.245586634	up	6.47E-06	1.22E-05	type IA DNA topoisomerase
FCN51_00575	5.589	2.129	2.668	9.432	8.672	11.907	1.530578808	up	2.21E-08	5.05E-08	hypothetical protein
FCN51_00590	2.075	3.136	2.392	5.701	2.425	8.749	1.149934114	up	0.000244571	0.000399332	hypothetical protein
FCN51_00595	3.256	4.517	1.193	11.704	11.837	12.664	2.013289444	up	6.45E-12	1.97E-11	hypothetical protein
FCN51_00600	2.022	2.913	1.605	12.632	10.01	17.039	2.600533276	up	1.49E-18	7.16E-18	hypothetical protein
FCN51_00605	7.629	13.236	6.885	0.965	1.308	2.437	-2.557926144	down	2.15E-09	5.31E-09	hypothetical protein
FCN51_00615	1.656	0.137	0.937	8.323	7.918	8.11	3.155601381	up	1.78E-19	8.94E-19	hypothetical protein
FCN51_00620	0.312	0.189	0.54	3.634	2.053	4.333	3.263120771	up	2.42E-16	9.81E-16	hypothetical protein
FCN51_00625	42.947	59.564	40.189	22.083	15.188	16.228	-1.415350936	down	3.35E-06	6.49E-06	Hint domain-containing protein
FCN51_00635	0	0	0.157	1.103	0.798	1.486	4.405141463	up	6.43E-09	1.52E-08	hypothetical protein
FCN51_00645	30.6	69.716	23.494	7.6	13.084	15.839	-1.761167125	down	4.11E-08	9.27E-08	HU family DNA-binding protein
FCN51_00650	7.189	11.453	4.234	20.35	16.094	17.84	1.246582764	up	1.14E-06	2.32E-06	hypothetical protein
FCN51_00660	0.987	0.199	0.341	3.67	3.028	2.283	2.553826275	up	4.16E-12	1.29E-11	hypothetical protein
FCN51_00680	1.307	1.562	1.294	5.789	3.904	4.508	1.769562521	up	4.53E-10	1.20E-09	pilV; shufflon system plasmid conjugative transfer pilus tip adhesin PilV
FCN51_00710	0.967	0.282	0.466	1.96	2.044	1.776	1.751088066	up	3.12E-09	7.60E-09	hypothetical protein
FCN51_00715	0	1.133	0	1.817	1.642	0.51	1.805902788	up	0.012842158	0.017606491	hypothetical protein
FCN51_00720	20.798	20.524	26.545	5.796	5.972	5.854	-1.945150756	down	1.06E-10	2.97E-10	AAA family ATPase
FCN51_00730	0.218	0	0	0.317	1.578	0.801	3.610306702	up	6.00E-09	1.43E-08	replication initiation protein
FCN51_00750	0	0	0	0	5.365	1.665	11.194962	up	0.005170313	0.007491292	_
FCN51_00755	0.423	1.342	0.274	1.922	2.78	3.559	2.016857388	up	2.21E-11	6.51E-11	mdoH; glucans biosynthesis glucosyltransferase MdoH
FCN51_00790	0.381	0.897	0.948	3.322	3.403	3.541	2.203827176	up	1.23E-11	3.67E-11	pentapeptide repeat-containing protein
FCN51_00795	0.516	0	0.536	2.254	0.272	1.012	1.746913845	up	0.000102071	0.000172435	hypothetical protein
FCN51_00810	1.02	1.057	0.302	4.24	2.682	3.211	2.089243111	up	5.93E-09	1.41E-08	hypothetical protein
FCN51_00830	0.4	0.544	0.311	2.328	4.602	4.408	3.172344029	up	1.70E-17	7.48E-17	site-specific DNA-methyltransferase
FCN51_00835	2.182	1.187	0	5.078	2.869	3.206	1.726143398	up	2.14E-06	4.22E-06	hypothetical protein
FCN51_00845	0.302	0.576	0.314	6.375	7.828	7.178	4.161449219	up	5.82E-39	1.08E-37	hypothetical protein
FCN51_00850	0.079	0	0.041	0.693	0.574	1.118	4.279072616	up	8.83E-17	3.69E-16	hypothetical protein
FCN51_00855	1.009	1.307	2.244	4.824	4.739	3.177	1.481650403	up	5.23E-06	9.95E-06	hypothetical protein
FCN51_00860	19.166	54.727	10.24	1.656	5.988	1.859	-3.145812924	down	2.98E-20	1.58E-19	NYN domain-containing protein
FCN51_00865	4.776	8.786	2.832	0.596	0.718	2.339	-2.165093908	down	1.68E-08	3.90E-08	3'-5' exonuclease
FCN51_00885	418.336	594.732	576.253	193.693	191.16	197.647	-1.448075878	down	8.31E-07	1.70E-06	hypothetical protein
FCN51_00900	1.485	1.411	0.734	2.88	2.789	1.991	1.07674794	up	0.000139724	0.00023363	flagellar hook-basal body complex protein
FCN51_00905	0.338	0.409	0.117	4.591	2.371	3.864	3.64272422	up	2.04E-19	1.01E-18	EscU/YscU/HrcU family type III secretion system export apparatus switch protein
FCN51_00910	1.279	1.805	0.295	5.584	8.225	9.921	2.810945913	up	9.65E-18	4.33E-17	flagellar biosynthetic protein FliR
FCN51_00915	3.948	3.183	0.911	3.829	6.345	9.668	1.302611236	up	0.000242899	0.000396835	flagellar biosynthetic protein FliQ
